0     -0.576805     -0.816882
1      0.451144     -0.892451
2     -0.858534     -0.512757
3     -0.973272     -0.229657
4      0.979581       0.20105
5      0.949558     -0.313592
6      0.607755      0.794125
7      0.991224     -0.132195
8      0.996901    -0.0786717
9       0.46645      0.884548
10     -0.729926      0.683526
11     -0.949262      0.314487
12     -0.963837     -0.266492
13      0.894484      0.447099
14      0.642989     -0.765876
15     -0.984339     -0.176287
16      0.291064     -0.956703
17      0.598165     -0.801373
18      0.471516     -0.881857
19      0.755993       0.65458
20     -0.476452     -0.879201
21       0.70759      0.706623
22     0.0706454      0.997501
23      0.112974     -0.993598
24     -0.887018      0.461735
25      0.668724      0.743511
26    0.00933669      0.999956
27     -0.984017      0.178073
28       0.18324      0.983068
29     -0.312728     -0.949843
30      0.707884      0.706329
31     -0.880396      -0.47424
